# Description of Fields in this File
# ==================================
#  
# Pathway Name: a user friendly name of the pathway.
# Pathway Frame-id: a unique identifier of the pathway in the PGDB.
# Pathway Class Name: a user friendly name of a class that contains the pathway.
# Pathway Class Frame-id: a unique identifier of the Class Name in the PGDB.
# Pathway Score: A number from 0-1.0 indicating the strength of the evidence supporting the inference of this pathway, where 1.0 means very strong evidence.
# Pathway Frequency Score: the sum of the number of enzymes in the PGDB catalyzing the reactions of the pathway divided by the number of reactions in the pathway. This value can be larger than 1 since there might be several enzymes catalyzing the same reaction.
# Pathway Abundance: the abundance of the pathway given the abundance values of the genes for this pathway in the annotation file.
# Reason to Keep: a keyword describing the reason the pathway was kept.
# Pathway URL: the pathway URL for the Biocyc.org Web site.
#  
# The pathways in this file are sorted by Pathway Score.


Pathway Name | Pathway Frame-id | Pathway Class Name | Pathway Class Frame-id | Pathway Score | Pathway Frequency Score | Pathway Abundance | Reason to Keep | Pathway URL
benzoyl-CoA biosynthesis|PWY-6458|||0.4343796|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6458
L-proline degradation I|PROUT-PWY|L-proline Degradation|PROLINE-DEG|0.4397426|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROUT-PWY
thioredoxin pathway|THIOREDOX-PWY|||0.44000003|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=THIOREDOX-PWY
aspartame degradation|PWY-8454|||0.44000003|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8454
cytidylyl molybdenum cofactor sulfurylation|PWY-8165|||0.44000003|2.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8165
S-(6-hydroxy-4-methylhexan-4-yl)-L-cysteinylglycine degradation|PWY-8302|||0.44000003|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8302
beta-dihydromenaquinone-9 biosynthesis|PWY-7993|||0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7993
molybdopterin biosynthesis|PWY-6823|||0.44000003|1.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6823
erythritol biosynthesis I|PWY-8372|Erythritol Biosynthesis|Erythritol-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8372
oleandomycin activation/inactivation|PWY-6972|||0.44000003|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6972
iso-bile acids biosynthesis I|PWY-7755|Iso-bile Acid Biosynthesis|Iso-bile-Acids-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7755
iso-bile acids biosynthesis II|PWY-7756|Iso-bile Acid Biosynthesis|Iso-bile-Acids-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7756
poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis|PWY0-1609|||0.44000003|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1609
thiamine diphosphate biosynthesis I (E. coli)|PWY-6894|Thiamine Diphosphate Biosynthesis|Thiamin-Diphosphate-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6894
thiazole component of thiamine diphosphate biosynthesis IV|PWY-8308|Thiazole Biosynthesis|Thiazole-Biosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8308
gellan degradation|PWY-6827|||0.44000003|3.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6827
phosphatidylserine and phosphatidylethanolamine biosynthesis I|PWY-5669|Phosphatidylethanolamine Biosynthesis|PhosphatidylethanolamineBiosynthesis|0.44000003|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5669
hyaluronan degradation|PWY-7645|||0.44000003|3.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7645
acetoacetate degradation (to acetyl CoA)|ACETOACETATE-DEG-PWY|||0.46093473|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ACETOACETATE-DEG-PWY
octanoyl-[acyl-carrier protein] biosynthesis (mitochondria, yeast)|PWY-7388|||0.46809623|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7388
L-fucose degradation I|FUCCAT-PWY|L-Fucose Degradation|L-Fucose-Degradation|0.47666666|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=FUCCAT-PWY
aerobic respiration II (cytochrome c) (yeast)|PWY-7279|||0.48515964|1.75|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7279
pyrimidine deoxyribonucleosides salvage|PWY-7199|||0.48545736|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7199
spermidine biosynthesis III|PWY-6834|Spermidine Biosynthesis|Spermidine-Biosynthesis|0.49097642|1.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6834
preQ0 biosynthesis|PWY-6703|||0.50103694|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6703
glycogen degradation I|GLYCOCAT-PWY|Glycogen Degradation|Glycogen-Degradation|0.5080214|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=GLYCOCAT-PWY
pyrimidine ribonucleosides degradation|PWY0-1295|||0.51005036|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1295
L-ascorbate degradation I (bacterial, anaerobic)|PWY0-301|L-Ascorbate Degradation|Ascorbate-Degradation|0.5185046|0.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-301
monocistronic tRNA processing III|PWY-8471|||0.52049047|0.75|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8471
4-deoxy-L-threo-hex-4-enopyranuronate degradation|PWY-6507|||0.52473384|1.4|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6507
adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I|PWY-5509|||0.5260463|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5509
arsenate detoxification III|PWY-8263|Arsenate Detoxification|Arsenate-Detoxification|0.53778535|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8263
1,4-dihydroxy-6-naphthoate biosynthesis II|PWY-7371|1,4-dihydroxy-6-naphthoate biosynthesis|14-Dihydroxy-6-Naphthoate-Biosynthesis|0.5398833|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7371
NADH to cytochrome bd oxidase electron transfer I|PWY0-1334|||0.5419529|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1334
succinate to cytochrome bd oxidase electron transfer|PWY0-1353|||0.5419529|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1353
tRNA processing|PWY0-1479|||0.5467063|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1479
D-glucosaminate degradation|PWY-7310|||0.5620739|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7310
cardiolipin biosynthesis III|PWY0-1545|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|0.57084113|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1545
cardiolipin biosynthesis I|PWY-5668|Cardiolipin Biosynthesis|Cardiolipin-Biosynthesis|0.57084113|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5668
L-cysteine biosynthesis I|CYSTSYN-PWY|L-cysteine Biosynthesis|CYSTEINE-SYN|0.57139266|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=CYSTSYN-PWY
folate polyglutamylation|PWY-2161|Folate Biosynthesis|Folate-Biosynthesis|0.57348645|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2161
L-rhamnose degradation I|RHAMCAT-PWY|L-rhamnose Degradation|L-rhamnose-Degradation|0.5775|0.6|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=RHAMCAT-PWY
spermidine biosynthesis I|BSUBPOLYAMSYN-PWY|Spermidine Biosynthesis|Spermidine-Biosynthesis|0.58126163|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BSUBPOLYAMSYN-PWY
nitrate reduction VIIIb (dissimilatory)|PWY0-1573|Nitrate Reduction|Nitrate-Reduction|0.58126163|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1573
NAD de novo biosynthesis I|PYRIDNUCSYN-PWY|NAD Biosynthesis|NAD-SYN|0.58182555|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PYRIDNUCSYN-PWY
benzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP|PWY-7970|||0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7970
2-methyladeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP|PWY-7965|||0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7965
5-oxo-L-proline metabolism|PWY-7942|||0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7942
adeninyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP|PWY-7964|||0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7964
5-methylbenzimidazolyl adenosylcobamide biosynthesis from adenosylcobinamide-GDP|PWY-7968|||0.5866667|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7968
myo-inositol degradation I|P562-PWY|||0.58813745|5.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=P562-PWY
formaldehyde assimilation II (assimilatory RuMP Cycle)|PWY-1861|Formaldehyde Assimilation|Formaldehyde-Assimilation|0.5895932|0.8888889|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-1861
pyrimidine deoxyribonucleotides de novo biosynthesis I|PWY-7184|Pyrimidine Deoxyribonucleotide De Novo Biosynthesis|Pyrimid-Deoxyribonucleot-De-Novo-Biosyn|0.5991161|1.2222222|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7184
monocistronic tRNA processing I|PWY-8468|||0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8468
glycerophosphodiester degradation|PWY-6952|Glycerol Degradation|GLYCEROL-DEG|0.60098094|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6952
glycerol degradation I|PWY-4261|Glycerol Degradation|GLYCEROL-DEG|0.60098094|1.6666666|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4261
xanthine and xanthosine salvage|SALVPURINE2-PWY|||0.60098094|3.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=SALVPURINE2-PWY
D-xylose degradation I|XYLCAT-PWY|D-xylose Degradation|Xylose-Degradation|0.60098094|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=XYLCAT-PWY
lipoate biosynthesis and incorporation I|PWY0-501|Lipoate Biosynthesis and Salvage|Lipoate-Biosynthesis|0.60098094|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-501
CDP-diacylglycerol biosynthesis III|PWY-5981|CDP-diacylglycerol Biosynthesis|CDP-diacylglycerol-Biosynthesis|0.60313237|0.8|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5981
cytosolic NADPH production (yeast)|PWY-7268|||0.62733346|0.8|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7268
S-methyl-5-thio-alpha-D-ribose 1-phosphate degradation I|PWY-4361|S-methyl-5-thio-alpha-D-ribose 1-phosphate Degradation|MTR-1P-Degradation|0.641877|0.85714287|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-4361
NAD de novo biosynthesis IV (anaerobic)|PWY-8277|NAD Biosynthesis|NAD-SYN|0.642446|0.8333333|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8277
(1,4)-beta-D-xylan degradation|PWY-6717|Xylan Degradation|Xylan-Degradation|0.6515694|6.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6717
L-threonine biosynthesis|HOMOSER-THRESYN-PWY|L-threonine Biosynthesis|THREONINE-BIOSYNTHESIS|0.6515694|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=HOMOSER-THRESYN-PWY
purine ribonucleosides degradation|PWY0-1296|||0.6831648|3.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1296
L-arginine degradation VI (arginase 2 pathway)|ARG-PRO-PWY|L-arginine Degradation|ARGININE-DEG|0.7004342|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARG-PRO-PWY
myo-inositol biosynthesis|PWY-2301|||0.715|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-2301
arsenate detoxification IV (mycothiol)|PWY-6421|Arsenate Detoxification|Arsenate-Detoxification|0.715|0.33333334|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6421
NADPH repair (prokaryotes)|PWY-8136|||0.715|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8136
NADH repair (prokaryotes)|PWY-6938-1|||0.715|0.25|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6938-1
base-degraded thiamine salvage|PWY-6899|||0.715|0.5|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6899
starch degradation III|PWY-6731|Starch Degradation|Starch-Degradation|0.8128905|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6731
mitochondrial NADPH production (yeast)|PWY-7269|||0.83232147|0.4|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7269
GDP-D-rhamnose biosynthesis|GDPRHAMSYN-PWY|||0.8346219|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GDPRHAMSYN-PWY
sucrose degradation I (sucrose phosphotransferase)|SUCUTIL-PWY|Sucrose Degradation|SUCROSE-DEG|0.8346219|1.0|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=SUCUTIL-PWY
maltose degradation|MALTOSECAT-PWY|||0.8562617|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MALTOSECAT-PWY
pyruvate fermentation to (S)-acetoin|PWY-6389|Pyruvate Fermentation to Acetoin|Acetoin-Biosynthesis|0.8562617|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6389
thiosulfate disproportionation IV (rhodanese)|PWY-5350|Thiosulfate Disproportionation|Thiosulfate-Disproportionation|0.88000005|4.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5350
CMP phosphorylation|PWY-7205|||0.88000005|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7205
demethylmenaquinol-8 biosynthesis I|PWY-5852|Demethylmenaquinol-8 Biosynthesis|Demethylmenaquinol-8-Biosynthesis|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5852
menaquinol-6 biosynthesis|PWY-5849|||0.88000005|11.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5849
linezolid resistance|PWY-6828|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6828
UDP-N-acetyl-alpha-D-mannosamine biosynthesis|PWY-8462|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8462
ATP biosynthesis|PWY-7980|||0.88000005|10.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7980
L-alanine degradation IV|PWY1-2|L-alanine Degradation|ALANINE-DEG|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY1-2
L-asparagine degradation I|ASPARAGINE-DEG1-PWY|L-asparagine Degradation|ASPARAGINE-DEG|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-DEG1-PWY
menaquinol-7 biosynthesis|PWY-5839|||0.88000005|6.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5839
melibiose degradation|PWY0-1301|||0.88000005|5.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1301
demethylmenaquinol-9 biosynthesis|PWY-5851|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5851
L-galactonate degradation|PWY0-1306|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1306
3-methylthiopropanoate biosynthesis|PWY-5389|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5389
urea degradation II|PWY-5704|Urea Degradation|Urea-Degradation|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5704
guaiacol biosynthesis|PWY18C3-23|Volatile Benzenoid Biosynthesis|Volatile-Benzenoids-Biosynthesis|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY18C3-23
menaquinol-9 biosynthesis|PWY-5844|||0.88000005|11.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5844
S-methyl-5'-thioadenosine degradation III|PWY-6753|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|0.88000005|3.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6753
di-trans,poly-cis-undecaprenyl phosphate biosynthesis|PWY-5785|||0.88000005|2.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5785
beta-alanine biosynthesis III|PWY-5155|beta Alanine Biosynthesis|Beta-Alanine-Biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5155
bis(guanylyl tungstenpterin) cofactor biosynthesis|PWY-8168|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8168
oxalate degradation V|PWY-6698|Oxalate Degradation|Oxalate-Degradation|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6698
lactose degradation III|BGALACT-PWY|Lactose Degradation|LACTOSE-DEG|0.88000005|12.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=BGALACT-PWY
pyrimidine nucleobases salvage I|PWY-7183|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7183
L-asparagine biosynthesis I|ASPARAGINE-BIOSYNTHESIS|L-asparagine Biosynthesis|ASPARAGINE-SYN|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ASPARAGINE-BIOSYNTHESIS
heptaprenyl diphosphate biosynthesis|PWY-5807|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5807
guanylyl molybdenum cofactor biosynthesis|PWY-5964|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5964
triclosan resistance|PWY-7096|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7096
PRPP biosynthesis|PWY0-662|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-662
demethylmenaquinol-6 biosynthesis I|PWY-5853|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5853
L-glutamate biosynthesis III|GLUTSYNIII-PWY|L-glutamate Biosynthesis|GLUTAMATE-SYN|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTSYNIII-PWY
L-glutamine degradation II|GLUTAMINEFUM-PWY|L-glutamine Degradation|GLUTAMINE-DEG|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=GLUTAMINEFUM-PWY
queuosine biosynthesis II (queuine salvage)|PWY-8105|Queuosine Biosynthesis and Salvage|Queuosine-Biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8105
beta-D-glucuronide and D-glucuronate degradation|PWY-7247|D-Glucuronate Degradation|D-Glucuronate-Degradation|0.88000005|1.3333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7247
3-dehydroquinate biosynthesis I|PWY-6164|3-Dehydroquinate Biosynthesis|3-Dehydroquinate-Biosynthesis|0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6164
menaquinol-8 biosynthesis|MENAQUINONESYN-PWY|||0.88000005|11.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=MENAQUINONESYN-PWY
tetracycline resistance|PWY-7808|||0.88000005|0.33333334|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7808
N6-L-threonylcarbamoyladenosine37-modified tRNA biosynthesis|PWY0-1587|||0.88000005|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1587
pyridoxal 5'-phosphate biosynthesis II|PWY-6466|Vitamin B6 Biosynthesis|Vitamin-B6-Biosynthesis|0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6466
L-homocysteine biosynthesis|PWY-5344|||0.88000005|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5344
ammonia assimilation cycle III|AMMASSIM-PWY|Ammonia Assimilation|Ammonia-Assimilation|0.8842854|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=AMMASSIM-PWY
glycolysis III (from glucose)|ANAGLYCOLYSIS-PWY|Glycolysis|GLYCOLYSIS-VARIANTS|0.9070852|1.9090909|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ANAGLYCOLYSIS-PWY
molybdenum cofactor biosynthesis|PWY-8171|||0.9265694|0.6666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8171
S-methyl-5'-thioadenosine degradation I|PWY-6754|S-methyl-5'-thioadenosine Degradation|Methylthioadenosine-Degradation|0.9265694|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-6754
stearate biosynthesis IV|PWY-8280|Stearate Biosynthesis|Stearate-Biosynthesis|0.93967485|3.1666667|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8280
L-arginine degradation I (arginase pathway)|ARGASEDEG-PWY|L-arginine Degradation|ARGININE-DEG|0.94530034|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=ARGASEDEG-PWY
TCA cycle I (prokaryotic)|TCA|TCA cycle|TCA-VARIANTS|0.955953|1.1|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=TCA
L-proline biosynthesis I (from L-glutamate)|PROSYN-PWY|L-proline Biosynthesis|PROLINE-SYN|0.9888315|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PROSYN-PWY
guanosine deoxyribonucleotides de novo biosynthesis II|PWY-7222|Guanosine Deoxyribonucleotide De Novo Biosynthesis|Guanosine-Deoxy-Denovo-Biosynthesis|1.0|1.5|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7222
biotin-carboxyl carrier protein assembly|PWY0-1264|||1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY0-1264
gondoate biosynthesis (anaerobic)|PWY-7663|||1.0|5.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7663
2,3-dihydroxybenzoate biosynthesis|PWY-5901|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-5901
anteiso-branched-chain fatty acid biosynthesis|PWY-8173|||1.0|3.6176472|1.0|PASSING-SCORE|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8173
guanosine ribonucleotides de novo biosynthesis|PWY-7221|||1.0|1.25|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7221
pyrimidine deoxyribonucleosides degradation|PWY-7181|||1.0|1.6666666|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-7181
aerobic respiration I (cytochrome c)|PWY-3781|||1.0|2.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-3781
polycistronic tRNA processing I|PWY-8469|||1.0|1.0|1.0|COMPLETE-PATHWAY|http://biocyc.org/META/new-image?type=PATHWAY&object=PWY-8469
